SYNOPCode,TemperatureMin,Particulate,AbsoluteHumidity,VisibilityMin,ParticulateMin,Temperature,FSO_Att
4,3.95771462839023,27.22474224,3.997025948,29675.3708756391,26.9557925130475,4.060740541,3.362941444
4,3.45182484773299,0.0,4.172512435,70660.5173470511,0.0,3.827639555,3.549646019
4,3.56627134257022,5.003448479,4.416832189,58016.5197799948,4.83910073068994,3.735740453,3.471507096
4,3.48543159659468,0.0,4.260799277,68133.7413640831,0.0,3.841226435,3.469761758
4,3.77944619368129,5.041556836,4.046764842,74300.1982811094,4.82611265711768,3.831057424,3.44616358
4,1.85214966362998,11.04945593,5.302707952,8207.25909358248,10.0647699107533,1.985786063,4.56226622
4,1.91445646929576,16.17078867,5.163032153,7467.8502585311,14.7306079031486,1.969897143,4.492666573
4,1.61540355580263,10.16050536,5.318873239,7347.88518416982,9.80909174381494,1.785509196,4.488170144
4,1.79443665273661,13.18258124,5.17895355,6708.0717442133,12.3172502934371,1.803291488,4.434455434
4,1.77236807358047,13.17495319,5.18845951,6800.01396864821,12.188805534081,1.899249,4.47399643
4,1.77774512020889,9.935482037,5.209503457,6535.47109306584,9.11504946068664,1.839279547,4.399552811
4,1.85495339248656,10.83833306,5.290412839,5733.07114729528,9.97745757324652,1.871178621,4.367149776
4,1.72800924702105,8.053254263,5.282067037,5994.40050891856,7.48520935564912,1.760437895,4.382896486
4,1.64631725654711,6.101749357,5.233269588,5845.48818397621,5.53798408285994,1.811236268,4.478855373
4,1.81247524642014,7.0996985,5.263574249,5456.90186796485,6.42962589790456,1.873351669,4.542140648
4,1.55246247425744,5.01240093,5.282780834,5704.17732552615,4.64167407221539,1.691250116,4.865292856
4,1.73404402031683,0.0,5.170637324,5770.92920663328,0.0,1.826254689,4.594547245
4,3.43545562647305,7.129041955,3.349561879,41331.9215363129,6.69705287195469,3.665041473,3.26567305
4,3.52987086006875,0.0,3.180477381,44377.0596802306,0.0,3.53344806,3.235104365
4,5.21380791482393,7.933680663,2.960582444,44193.762198979,7.30473496767142,5.536803655,3.152521447
4,5.67859217692136,0.0,2.860873647,56190.3230330737,0.0,5.707898975,2.755131093
4,0.146073828187065,4.97874737,3.981762278,56219.3943164993,4.60653980523765,0.158673846,7.71162579
4,0.569870314730572,7.933269595,4.193663797,38606.3384797636,7.72259884692702,0.609915937,9.761808345
4,0.624356678948331,8.099517074,4.239294566,48780.088499839,7.34894853138418,0.632388678,9.883639926
4,0.652112111792754,0.0,4.355336803,42638.6460539701,0.0,0.683602629,9.684592623
4,0.908173976699874,0.0,4.235137253,56708.9922219309,0.0,0.970120316,8.267958131
4,3.87419540346641,0.0,4.061557773,65812.4882666572,0.0,3.902053507,5.12490138
4,1.83942574133012,7.94195181,4.667341274,34778.5511631518,7.66292592019784,1.936061299,6.960292399
4,1.88606091864255,7.899692489,4.695478595,40440.8126592345,7.52508819344046,1.910999249,7.563274098
4,1.87670316907249,5.01719356,4.709697261,52566.1949540931,4.89552169063974,1.935270017,6.749581427
4,1.96692688793197,4.985340271,4.618724807,52621.3582400704,4.5396579402266,1.997390972,6.816074324
4,1.937971030667,0.0,4.60794164,57109.7428293835,0.0,1.991852176,7.243129642
4,1.66342079730412,6.940443187,4.735362614,30816.9247870262,6.54551491336444,1.790221469,6.859550093
4,1.73240776646704,7.101704551,4.700094113,29353.9785244662,7.07937381139344,1.844470717,6.82611544
4,1.73090982567135,0.0,4.698021433,33022.2403798042,0.0,1.859957251,6.551173714
4,3.37070190622152,9.885048236,4.452845961,39888.7604709828,9.19035531508087,3.396086879,6.583427732
4,3.11851094085717,20.27968847,4.438681705,42575.5660689982,19.4292741869119,3.366033223,6.182871209
4,0.245135571422338,5.07051285,4.011895135,17690.1240946877,4.74127145462773,0.263517185,7.793020853
4,0.332012195273031,0.0,4.033730118,18701.7993704052,0.0,0.352458269,7.960250415
4,0.652862133817573,5.880663224,4.024127986,17134.1897500314,5.8448824174318,0.656107856,8.28584383
4,0.627732566000946,7.124268893,3.98982269,15646.1444092797,6.84733406604478,0.661413244,8.302487063
4,1.2426257948274,32.35980959,4.147435617,15914.3687986806,31.9962250933797,1.255636173,14.36289386
4,2.0953818148853,0.0,4.556126602,70125.3099234131,0.0,2.268830103,6.064785353
4,0.821777153681972,10.94088262,4.514105774,33980.0345254573,10.6859023529424,0.842229189,9.766742238
4,0.820187594427036,107.4244518,4.575249405,9268.23687330479,98.7050192458965,0.856206161,12.64940278
4,0.793458364203548,108.8732563,4.38920113,29626.7036214575,107.388584292554,0.816616755,11.39768938
4,0.801883875887795,22.63067919,4.462307647,28299.2463832516,20.4077099451395,0.882476938,10.89427433
4,0.908416276928681,19.07797807,4.411455182,31998.6815101339,17.72118577817,0.939988806,11.38388342
4,0.898149430659125,18.72924538,4.43325053,40100.724109941,18.0053965355915,0.908457118,10.92908972
4,0.756692680939312,11.01164082,4.420596839,66447.55342958,10.9070915877867,0.760351968,10.13834854
4,0.694326067764943,0.0,4.35860679,69968.4114963595,0.0,0.725660246,10.80920689
4,0.547262291990226,5.96583387,3.912539547,62116.849962298,5.46561137600839,0.602576451,8.929402467
4,0.521495162270127,6.016722517,3.920164159,71556.9220741251,5.57167900900245,0.534815926,9.613619685
4,0.420717887606353,0.0,3.714321403,67594.7772781443,0.0,0.439878127,9.073480484
4,0.425083554403278,5.907034654,3.420266883,61853.5488898463,5.41469586753201,0.448933342,8.974574822
4,0.381670722877794,5.889592746,3.526997712,69196.0951014885,5.75221286961982,0.414437234,8.910256667
4,0.361433351532396,0.0,3.392138508,70075.1794491865,0.0,0.396450403,8.668858479
4,0.442436602221526,6.102904506,3.497036602,60009.8134749332,5.75432442294764,0.462636859,9.346399677
4,0.334901704389045,10.79513828,3.625585631,48388.3234023724,9.81658909105314,0.347037126,9.892907418
4,0.16346931714439,10.87925189,3.676598689,55975.2135509646,10.4538666638768,0.181222561,8.987088865
4,0.290002937370618,8.01713652,3.612312471,65345.4999691703,7.85711238777273,0.29542766,9.897581895
4,0.120137526381058,8.108500009,3.569978084,67265.2442782981,7.50492725616135,0.125815937,9.447662042
4,0.110718148772225,6.119000446,3.68417205,41720.0954542116,5.58956525363552,0.12059401,11.1240576
4,0.0283495927252604,4.967707218,3.606238653,59680.5001955461,4.65526120847441,0.029013622,9.7491593
4,0.0376817256991064,10.16468056,3.708567464,50967.0949409739,9.70699931263402,0.039338831,10.36282258
4,-0.000693477131887812,5.051056402,3.61813083,37913.746833419,4.61887697449262,-0.000667204,9.867927901
4,0.0572641433102923,22.0701102,3.645234882,29005.7547131941,21.3569452514483,0.0575876,9.685356715
4,0.157825125118474,9.824271198,3.307861399,56891.9861244092,9.59750268006329,0.167383427,9.654075543
4,0.00448224349043512,4.94928613,3.227778123,69756.1502864326,4.47490197920881,0.004712281,9.213408854
4,0.191364541951771,4.940798994,3.331125537,72872.9399091642,4.83746827021119,0.207614043,9.536416741
4,0.0930941924021089,0.0,3.389070125,74182.5236714956,0.0,0.09685982,9.880069961
4,-0.103688961713643,4.96947423,3.374409793,67932.0124120331,4.69707320438783,-0.098358635,9.748569507
4,0.02752348930579,0.0,3.403818742,74773.483307491,0.0,0.027757944,9.622336232
4,0.049865649496542,7.992126101,3.500388206,71980.0179457182,7.44764958870189,0.051971604,9.641698338
4,0.0939886647077077,0.0,3.333288177,68607.4171635928,0.0,0.095073677,9.198995158
4,0.0211798187394941,0.0,3.365313014,72511.918518017,0.0,0.021700766,9.034299063
4,0.0785294438194908,5.065356059,3.461369948,64597.1117700733,4.95874180474241,0.081021509,9.62717472
4,0.0169209934915287,5.041108888,3.485943877,74016.2957365488,4.71501233721384,0.018347639,9.521417254
4,-0.0626349679809236,6.971815957,3.348602719,49574.0661748535,6.74972677042345,-0.059637791,8.778215944
4,-0.00436294958905818,12.23484511,3.48522634,65532.3572247829,11.1878132140883,-0.004131216,7.984075264
4,0.00439304380838087,6.057739001,3.465385553,68682.0556077106,5.60831884858396,0.004775039,8.005968316
4,0.0159465752440136,0.0,3.41932444,74070.3390581335,0.0,0.016734344,8.011093585
4,-0.157128871579402,0.0,3.632230992,72800.7560448715,0.0,-0.150903726,9.606660001
4,-0.679271575443761,12.09402363,3.738274569,24392.6624466125,11.7790717773483,-0.636874102,11.15439372
4,-0.806725117776533,6.998817576,3.846699104,27375.9119516607,6.48816783852862,-0.752229329,12.00803601
4,-0.796605464688064,7.070619041,3.828336285,28617.8937751663,7.00770397518518,-0.738623377,11.82437853
4,-0.698655521064339,10.19196988,3.906319772,24622.3189854985,9.92043089150112,-0.64509514,11.66336857
4,-1.02349270894917,7.067940292,3.909662179,26008.8960509322,6.36639726465018,-1.011080761,9.891426555
4,-1.07470689196013,0.0,4.008462188,28922.6456495215,0.0,-1.04120971,9.988612139
4,-1.15906522464399,0.0,4.091662604,29251.4603230911,0.0,-1.12371913,8.126924536
4,0.499971115353759,10.922999,4.799362415,6796.95332631024,10.1944247774295,0.530076574,9.634520483
4,0.572833113799391,11.04662024,4.848067681,6619.80328911975,10.6840726062739,0.587018685,9.617972666
4,0.526287289043075,9.811671926,4.784536607,6733.25529291494,9.4662338401424,0.573007048,9.929839035
4,0.733317977563375,9.96858212,4.809924526,7268.02120014001,9.92562062917569,0.755579019,10.13587013
4,0.685756466180211,11.00638444,4.714880118,7589.23683510997,9.93854695779315,0.689578014,10.03798101
4,0.606120870307341,5.059608378,4.873093872,6943.46720514444,4.92082223373305,0.616012283,9.858941549
4,0.616824665541725,0.0,4.871269476,7765.43641521596,0.0,0.671836332,8.875604515
4,0.763878873666244,17.83142831,4.749457394,7433.50823348413,16.5987316852569,0.769250727,9.943102894
4,0.718456428473201,23.11570978,4.633528982,6794.92316039578,21.7829893142861,0.727469166,10.35883999
4,0.794691257578908,9.955327035,4.736541326,7428.44996040278,9.10339815034409,0.806461514,9.583491157
4,0.687554089550138,13.9466579,4.725969256,7152.06204328233,13.3825307248748,0.710916018,10.52318464
4,0.656457372022082,21.19802683,4.883009734,6790.86139365474,19.6309437662761,0.682949766,10.39338265
4,0.610996838865765,35.2191593,4.804182363,6702.86448793496,34.4944246445936,0.668268755,9.874572225
4,0.652231615263841,44.75236247,4.863396646,6136.99654866702,40.2796242828786,0.655564211,10.5579552
4,0.660251938653774,44.84443803,4.726804811,6834.26741375625,42.0175963049971,0.664473674,12.05924164
4,0.631877040151893,32.72403016,4.736819944,6865.3959292985,31.0914046811573,0.688457918,11.20264089
4,0.617956692179406,20.64805512,4.781181254,6435.8629882859605,20.4186846751827,0.663040631,10.53704315
4,0.669987016391653,25.26617547,4.871897415,6950.73594830951,23.7125777974852,0.67632915,10.65816016
4,0.77249788522573,25.32645441,4.69556391,6719.70138783167,22.9348832719279,0.792740435,10.68096897
4,0.671389536548915,115.3407338,4.85896789,3592.16874625435,114.267112841323,0.675225249,15.77585094
4,0.679567226205162,112.8666025,4.740148288,3402.97682290155,108.756343284357,0.688008143,15.1054608
4,0.70093158950726,89.65989496,4.854263219,3475.25230029522,85.4133979830552,0.73976883,15.27295696
4,0.745494694453632,108.0302693,4.808809431,3191.91020109041,106.079976384041,0.796983463,16.82757645
4,0.765437274354478,144.7272624,4.906338388,3048.897584879,137.058907478223,0.796048913,18.78134866
4,0.731215647691358,175.3500345,4.905943103,2576.67902945716,165.862670847885,0.748066227,21.00369647
4,0.730878383613671,226.6982794,4.883762578,2319.95736045869,222.202309972132,0.743871508,20.29774921
4,0.665227298146037,225.3610201,4.892338785,2462.20032980944,218.709236130255,0.665466884,20.30486269
4,0.72121442871219,210.8087348,4.867870566,2723.24933120191,209.512137505939,0.779970636,20.78310003
4,0.699074871306133,206.1529272,4.828133293,2359.41118312038,201.09337299153,0.769669616,20.55591429
4,0.66017139179426,220.4406211,4.817013764,2382.91554585835,206.42446470204,0.677990453,21.25774787
4,0.733621506691294,234.2974287,4.855429167,2350.96664611919,217.637092037129,0.796518399,20.71005864
4,0.722242859816877,238.7094545,4.945113548,2336.12969448355,219.693025587889,0.786871156,20.43948904
4,0.597446895832499,213.5334054,4.810386318,2313.99118751069,212.271459958746,0.641680223,20.2245659
4,0.658437161620874,209.917189,4.831144158,2267.01947509071,198.06968277342,0.682869135,20.31045504
4,0.784402660686533,227.800462,4.857915546,2052.37780062202,208.674653799198,0.79216876,20.7003196
4,0.65411822851582,231.1825349,4.826195384,2094.44550905267,217.367649416496,0.712664552,20.60189706
4,0.627119782250967,196.4518499,4.829884797,2117.53694043638,193.36971737296,0.648301469,20.33138905
4,0.483687341198006,213.4665,4.950246897,1951.34167435505,196.189882531115,0.516536061,18.94862412
4,0.592566361304181,211.4773727,4.860415881,1908.29692287247,205.169075326309,0.616138528,18.71089864
4,0.522839929903499,178.6487202,4.821263603,2164.97623418325,174.118144305051,0.53266828,18.57158829
4,0.623620878389455,129.5239852,4.958824345,1472.7442295797,120.821819518776,0.637130322,17.28463683
4,0.456867892269278,151.4460954,4.845084656,1412.22710663754,143.709236925329,0.505519079,18.00892987
4,0.64983302692308,125.8669815,4.920069704,2078.63814199199,114.6309698529,0.692111476,16.83086545
4,0.570768187013441,104.6394378,4.823485805,2021.86368494846,104.596173594243,0.591915988,15.88676093
4,0.501964458938577,89.41728939,4.988064076,1889.6107296491,88.5140928433766,0.502833663,15.39949202
4,0.551502902245145,74.13309736,4.806163856,2285.91786134669,70.9952242438944,0.601682944,15.06894818
4,0.613888195892392,88.46182728,4.844720278,2545.51335463084,86.8226505898375,0.632183667,15.30706829
4,0.528063801401889,90.80412523,5.000668164,2996.3722875135,88.4750098659781,0.562835032,14.79503311
4,0.5127555277514,93.27904437,4.823631777,3170.3072519753,89.0249165235815,0.55938185,13.86637019
4,0.663651838327526,42.93015904,4.918373706,3770.51332641141,40.8763982809145,0.68544984,12.23440588
4,0.620025157459115,10.13684474,4.842837278,4146.59779324979,10.033914346096,0.665896331,12.06467596
4,0.566800310164709,72.67667166,4.862268996,3233.16714329702,67.6767974371298,0.604340621,12.63146827
4,1.42742271636076,67.13552174,5.320307763,1964.00397921387,61.4944798896546,1.454832147,13.67491965
4,1.44194045006053,87.93947122,5.361350654,2170.004061587,86.2011401214907,1.451400672,13.81975084
4,1.21329549787595,88.41143952,5.252904366,2028.60351720827,85.3260595619408,1.346140285,13.31593127
4,1.35622413768725,92.35724501,5.235071104,1470.2117615759,83.286802564952,1.484960114,12.53702964
4,1.39468573646814,106.9616227,5.1625163,1420.68866393843,105.968811073157,1.482911983,12.32577356
4,1.25171687690756,49.8552865,5.305079101,2234.29015126727,46.0155194576175,1.368196437,10.44969253
4,1.3478793702206,6.992739012,5.133804724,1229.08822243087,6.36596405359459,1.485161028,10.71565518
4,1.28707990745173,0.0,5.267319702,1273.16198585159,0.0,1.340969043,10.16746291
4,0.212589732727273,6.018282174,4.879139879,2685.92506451655,5.48898643886558,0.226279825,15.56786901
4,0.444233149864217,0.0,4.982708746,2854.33849844749,0.0,0.459919884,14.30856051
4,0.725145758206387,6.092307615,5.025739302,934.535874758959,5.54375831533975,0.772916431,11.6237732
4,0.680190338685013,4.907335215,4.996327878,1154.19017229386,4.46815204866332,0.699683769,11.97824778
4,0.594055331109576,5.006721459,4.932750991,1279.49820791969,4.59559427873228,0.602422135,12.37510457
4,0.601134394362833,0.0,4.939050782,2008.52667664209,0.0,0.607670692,13.03171215
4,1.84238017721346,20.3167728,4.795828336,16157.2505837157,19.5352116857386,2.032323106,7.465032058
4,2.04169790799925,19.15331259,4.811254602,15954.4866483813,18.177372653639,2.057033817,7.903961167
4,2.15178221894269,36.08588867,4.817568704,14761.7627640215,35.4149732985967,2.196588386,8.533630017
4,1.88507083829225,16.93263392,4.97259065,16402.6749445199,15.7374061075156,2.028224331,7.931208636
4,2.06112927153966,24.06183224,4.947694751,15351.0617927531,23.7148581982561,2.113959142,8.045309411
4,1.91513260764725,7.021710255,5.04799383,19108.4438288682,6.37586409140902,2.097559611,7.650351451
4,1.54654781603488,4.948948605,4.845658574,18554.9511664326,4.62543568993152,1.547325753,7.3099066
4,1.5690989978656,6.094695775,4.975787053,18135.3451299832,5.70150398161066,1.609317711,7.640292403
4,1.74796979348405,6.006860617,4.94892479,20380.4858284447,5.40998211932435,1.818265766,8.376950959
4,1.84664706989746,5.942287854,4.892280911,23108.4044181772,5.40030395425015,1.865250348,8.471444407
4,1.78253323386854,5.001250356,4.934160507,23088.0582182573,4.57449706369517,1.954231396,8.407903499
4,1.94895168132077,4.956570239,4.829828226,22458.1744275406,4.69934423600058,1.991847666,9.12149868
4,1.81477109654001,0.0,4.980216812,22493.959234804,0.0,2.012031112,8.085424726
4,2.7529033632733,15.99100265,4.778105869,15574.7868651072,14.562926634111,2.768105406,7.415161576
4,2.6612230346798,0.0,4.645129851,17599.7695709907,0.0,2.844197094,5.479162687
4,0.16942431958857,6.987433763,4.444541437,5003.98731474714,6.83269659801646,0.178258659,7.253127995
4,0.0570676433739756,0.0,4.523846129,5283.99838138017,0.0,0.060906183,7.271916585
4,0.158684031252056,5.053676529,4.549047062,4819.25026571688,4.69737554108929,0.163024617,7.520131486
4,0.220197065368819,8.997821227,4.595828403,4644.71968950763,8.68124774801048,0.232758743,7.663226697
4,0.0189611984218209,8.117759312,4.517966324,4470.22392663822,7.61225190586975,0.020190414,7.322342032
4,0.131699730900076,8.07738431,4.420955682,4769.53196837244,7.78902164356857,0.133625598,7.298787342
4,0.115054697962101,8.138620977,4.445309121,4239.85525532147,8.03774058525428,0.122697112,7.76239799
4,0.111245873289882,12.94247742,4.501387245,4615.31388474049,12.9244251665837,0.122554376,7.96940167
4,0.15557804521374,8.963522765,4.469785048,5078.87940927024,8.40434244509001,0.163953087,7.499231875
4,0.112910682675991,0.0,4.605982059,5157.68754972455,0.0,0.122828384,7.320118802
4,0.207359890712517,7.862179826,4.62761263,5099.90488384327,7.11238355746499,0.208504914,7.30872477
4,0.192086436056472,22.25734396,4.569391368,4164.70374078469,21.8592466438192,0.199122845,7.396906315
4,0.179031086444379,19.29341267,4.535871214,4200.37211405224,18.9805003553605,0.185329734,7.45247185
4,0.183056212397111,19.21351877,4.652509074,4980.65677029302,17.8800886344494,0.193128683,7.250491476
4,0.195745941710628,18.94834545,4.591759225,5005.82215693008,17.2149761801426,0.203002996,7.324254041
4,0.264253763527337,30.43516607,4.602959678,4320.57292824456,29.9324119055908,0.28529189,7.483311784
4,0.256565544579188,28.68089785,4.713741513,4312.52809308833,27.5196158998286,0.278256498,7.55822231
4,0.195834302485963,24.71549515,4.645033425,4471.72620619781,24.5732181365855,0.204265374,7.412012916
4,0.203556046507857,18.01218628,4.701931106,4201.52801613954,17.7552309463495,0.218352791,7.378993427
4,0.282709691922316,17.23846337,4.595985614,4301.83189860509,16.1841238543379,0.297149242,7.503288061
4,0.165714367982501,16.9354061,4.575640482,4351.16023085484,16.2971085528593,0.177401237,7.291528578
4,0.0654260812346455,22.91017627,4.546772196,3464.57221039578,22.8370319907138,0.066616977,8.914438767
4,0.0736465889036455,11.00532918,4.732330271,3876.12119819261,10.7890296859328,0.079281433,10.55315673
4,0.195827739484127,11.0238578,4.621259758,4312.75372003092,10.0224005267444,0.211327315,10.19517068
4,0.115483968520226,11.02315864,4.734256044,4000.93487412003,10.5128677793265,0.123010942,9.955685917
4,0.114679096025694,15.77203889,4.682945201,3706.42429045346,15.5711268542136,0.121446145,9.871763129
4,0.0758011232856809,29.98187761,4.605273832,3431.48267441692,27.9952928967324,0.077737834,9.976582278
4,0.107771882523389,0.0,4.569986437,4398.42965877518,0.0,0.118237158,10.2344436
4,-8.50704128931376e-05,25.10328563,4.712374025,3486.53085905631,23.0316807558468,-8.06e-05,10.19550287
4,0.159996001414651,10.12984653,4.707194723,3751.8637629447,10.1068893242674,0.177071265,10.3169032
4,-0.0277518631314809,35.40579755,4.704365101,2686.30602999457,34.7508558230931,-0.027479122,10.99017782
4,-0.102389871089885,28.89138315,4.564764501,2906.00825062614,28.5343543622285,-0.096191596,10.48880414
4,0.103780433703454,0.0,4.773818379,4874.51909396249,0.0,0.113101927,8.277977154
4,1.38432268324029,16.00662553,4.815234275,47732.8476021775,15.748587797994,1.480599061,8.86670825
4,1.66194909301815,7.082946106,4.634640501,69651.3214399225,6.76643358439696,1.734017701,8.800970594
4,1.1688807806949,0.0,4.841028141,71773.9011035987,0.0,1.209341276,7.664684048
4,1.86722253894891,0.0,3.696507709,68248.3332982879,0.0,2.031920722,7.564087211
4,2.2234502851176,5.016559735,3.910700107,73172.1850489466,4.70271879671743,2.442632719,6.63377005
4,2.05159424272535,0.0,4.334831141,39189.725429336,0.0,2.276442502,7.565323001
4,2.07401124031197,13.04387685,4.192494022,32498.2185606411,12.834802797599,2.233781124,7.51869171
4,2.790191464092,0.0,3.952767436,24620.4336361796,0.0,2.92398964,8.299132567
4,0.645582467570841,6.058573958,4.616320576,37909.3398100912,5.84461867493809,0.666033154,11.33791109
4,0.842548168850764,7.892951083,4.774099594,40895.9732738227,7.1877340191718,0.883409891,11.38796724
4,0.559669657597686,0.0,4.777791626,20594.7218441788,0.0,0.582716807,9.525500541
4,0.89541227995582,20.86556855,4.922560096,29345.7052081817,18.780493924209,0.900053303,8.722898151
4,0.196299254767205,5.09472534,3.892360483,59629.5901149938,4.95768808202981,0.212633865,7.785141574
4,0.248879256652982,4.948689916,3.938886753,67683.0289404783,4.64055585774944,0.258334487,7.707831634
4,0.282877743926218,0.0,4.028215907,71906.9404752231,0.0,0.30152809,7.769677416
4,0.655388005632175,8.011720132,4.335381452,46495.8396330612,7.3458922276266,0.702211686,10.03007903
4,0.588215283538286,0.0,4.364552349,46575.6467797754,0.0,0.630134345,9.882394718
4,0.812659165773379,0.0,4.271668112,60836.2854584461,0.0,0.814431916,8.293824221
4,3.93987695662209,0.0,4.186214576,63855.6753363451,0.0,3.943969464,5.010779353
4,1.9413669427569,8.089064956,4.589743238,34568.7844784124,7.32328906482931,2.014764237,6.983476128
4,2.00754392097972,0.0,4.727784258,44209.3350534968,0.0,2.066960698,6.550826342
4,1.99673137756017,4.947421822,4.603461626,46722.2202672663,4.71626845102616,2.045753883,7.051991177
4,1.86331912527921,6.971109723,4.675430757,31475.5406248594,6.51994806501808,1.890387018,6.827036395
4,1.74494713851582,7.122744959,4.68273194,29834.664351138,6.99284979711418,1.815363831,6.622605459
